day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
-1,2100,TOMATOES,4999,10,4997,20,,,5012,10,5013,20,,,5005.5,0.0
-1,2200,TOMATOES,4997,7,4996,15,,,5011,7,5012,15,,,5004.0,0.0
-1,2300,TOMATOES,4997,9,4995,21,,,5010,9,5011,21,,,5003.5,0.0
-1,2400,TOMATOES,4996,7,4995,21,,,5010,7,5011,21,,,5003.0,0.0
-1,2500,TOMATOES,4996,6,4995,24,,,5009,6,5011,24,,,5002.5,0.0
-1,2600,TOMATOES,4996,7,4995,19,,,5009,7,5011,19,,,5002.5,0.0
-1,2700,TOMATOES,4997,10,4995,24,,,5010,10,5011,24,,,5003.5,0.0
-1,2800,TOMATOES,4997,5,4996,15,,,5011,5,5012,15,,,5004.0,0.0
-1,2900,TOMATOES,4997,10,4996,24,,,5011,10,5012,24,,,5004.0,0.0
-1,3000,TOMATOES,4996,6,4995,18,,,5010,6,5011,18,,,5003.0,0.0
-1,3100,TOMATOES,4996,7,4995,18,,,5010,7,5011,18,,,5003.0,0.0
-1,3200,TOMATOES,4996,6,4995,16,,,5009,6,5011,16,,,5002.5,0.0
-1,3300,TOMATOES,4996,9,4995,23,,,5010,9,5011,23,,,5003.0,0.0
-1,3400,TOMATOES,4996,10,4994,17,,,5009,10,5011,17,,,5002.5,0.0
-1,3500,TOMATOES,4995,6,4993,17,,,5008,6,5009,17,,,5001.5,0.0
-1,3600,TOMATOES,4995,7,4993,21,,,5008,7,5009,21,,,5001.5,0.0
-1,3700,TOMATOES,4995,6,4994,25,,,5008,6,5010,25,,,5001.5,0.0
-1,3800,TOMATOES,4994,9,4993,24,,,5008,9,5009,24,,,5001.0,0.0
-1,3900,TOMATOES,4995,9,4994,16,,,5009,9,5010,16,,,5002.0,0.0
-1,4000,TOMATOES,4996,7,4994,19,,,5009,7,5010,19,,,5002.5,0.0
-1,4100,TOMATOES,4996,7,4994,18,,,5009,7,5010,18,,,5002.5,0.0
-1,4200,TOMATOES,4996,7,4994,25,,,5009,7,5010,25,,,5002.5,0.0
-1,4300,TOMATOES,4995,6,4994,25,,,5002,6,5008,6,5010.0,25.0,4998.5,0.0
-1,4400,TOMATOES,4995,5,4994,24,,,5008,5,5010,24,,,5001.5,0.0
-1,4500,TOMATOES,4995,9,4994,18,,,5009,9,5010,18,,,5002.0,0.0
-1,4600,TOMATOES,4995,7,4994,17,,,5009,7,5010,17,,,5002.0,0.0
-1,4700,TOMATOES,4995,7,4994,18,,,5009,7,5010,18,,,5002.0,0.0
-1,4800,TOMATOES,4995,7,4994,23,,,5009,7,5010,23,,,5002.0,0.0
-1,4900,TOMATOES,4995,10,4994,18,,,5009,10,5010,18,,,5002.0,0.0
-1,5000,TOMATOES,4996,9,4995,24,,,5009,9,5011,24,,,5002.5,0.0
-1,5100,TOMATOES,4996,10,4994,17,,,5009,10,5010,17,,,5002.5,0.0
-1,5200,TOMATOES,4996,6,4994,23,,,5009,6,5010,23,,,5002.5,0.0
-1,5300,TOMATOES,4996,7,4995,23,,,5009,7,5011,23,,,5002.5,0.0
-1,5400,TOMATOES,4996,5,4995,15,,,5009,5,5011,15,,,5002.5,0.0
-1,5500,TOMATOES,4996,9,4994,22,,,5009,9,5010,22,,,5002.5,0.0
-1,5600,TOMATOES,4996,9,4995,15,,,5009,9,5011,15,,,5002.5,0.0
-1,5700,TOMATOES,5003,8,4995,9,4994.0,18.0,5009,9,5010,18,,,5006.0,0.0
-1,5800,TOMATOES,4995,7,4993,20,,,5008,7,5009,20,,,5001.5,0.0
-1,5900,TOMATOES,4995,6,4994,19,,,5008,6,5010,19,,,5001.5,0.0
-1,6000,TOMATOES,4995,6,4994,23,,,5009,6,5010,23,,,5002.0,0.0
-1,6100,TOMATOES,4995,9,4994,24,,,5009,9,5010,24,,,5002.0,0.0
-1,6200,TOMATOES,4996,7,4994,19,,,5009,7,5010,19,,,5002.5,0.0
-1,6300,TOMATOES,4995,9,4994,17,,,5009,9,5010,17,,,5002.0,0.0
-1,6400,TOMATOES,4995,6,4994,24,,,5009,6,5010,24,,,5002.0,0.0
-1,6500,TOMATOES,4995,6,4994,21,,,5009,6,5010,21,,,5002.0,0.0
-1,6600,TOMATOES,4996,8,4994,20,,,5009,8,5010,20,,,5002.5,0.0
-1,6700,TOMATOES,4996,10,4995,20,,,5009,10,5011,20,,,5002.5,0.0
-1,6800,TOMATOES,4997,10,4996,21,,,5010,10,5012,21,,,5003.5,0.0
-1,6900,TOMATOES,4996,8,4995,19,,,5010,8,5011,19,,,5003.0,0.0
-1,7000,TOMATOES,4997,8,4996,19,,,5010,8,5012,19,,,5003.5,0.0
-1,7100,TOMATOES,4998,8,4996,23,,,5011,8,5012,23,,,5004.5,0.0
-1,7200,TOMATOES,4997,6,4996,17,,,5011,6,5012,17,,,5004.0,0.0
-1,7300,TOMATOES,4997,7,4996,19,,,5011,7,5012,19,,,5004.0,0.0
-1,7400,TOMATOES,4997,10,4996,17,,,5011,10,5012,17,,,5004.0,0.0
-1,7500,TOMATOES,4998,8,4997,18,,,5011,8,5013,18,,,5004.5,0.0
-1,7600,TOMATOES,4998,8,4997,19,,,5012,8,5013,19,,,5005.0,0.0
-1,7700,TOMATOES,4998,6,4997,21,,,5012,6,5013,21,,,5005.0,0.0
-1,7800,TOMATOES,4998,9,4997,17,,,5011,9,5013,17,,,5004.5,0.0
-1,7900,TOMATOES,4999,8,4997,19,,,5012,8,5013,19,,,5005.5,0.0
-1,8000,TOMATOES,4999,6,4997,21,,,5012,6,5013,21,,,5005.5,0.0
-1,8100,TOMATOES,4999,7,4998,24,,,5013,7,5014,24,,,5006.0,0.0
-1,8200,TOMATOES,4999,6,4998,15,,,5013,6,5014,15,,,5006.0,0.0
-1,8300,TOMATOES,4999,9,4998,22,,,5013,9,5014,22,,,5006.0,0.0
-1,8400,TOMATOES,5000,6,4999,20,,,5014,6,5015,20,,,5007.0,0.0
-1,8500,TOMATOES,5000,10,4999,17,,,5014,10,5015,17,,,5007.0,0.0
-1,8600,TOMATOES,5000,7,4999,23,,,5014,7,5015,23,,,5007.0,0.0
-1,8700,TOMATOES,5001,5,5000,16,,,5014,5,5016,16,,,5007.5,0.0
-1,8800,TOMATOES,5001,7,4999,21,,,5014,7,5015,21,,,5007.5,0.0
-1,8900,TOMATOES,5000,10,4999,16,,,5014,10,5015,16,,,5007.0,0.0
-1,9000,TOMATOES,5000,9,4999,17,,,5014,9,5015,17,,,5007.0,0.0
-1,9100,TOMATOES,5000,6,4999,21,,,5013,6,5015,21,,,5006.5,0.0
-1,9200,TOMATOES,5000,9,4999,17,,,5014,9,5015,17,,,5007.0,0.0
-1,9300,TOMATOES,5000,9,4999,22,,,5014,9,5015,22,,,5007.0,0.0
-1,9400,TOMATOES,5000,5,4999,21,,,5013,5,5015,21,,,5006.5,0.0
-1,9500,TOMATOES,5000,10,4999,19,,,5013,10,5015,19,,,5006.5,0.0
-1,9600,TOMATOES,4999,7,4998,20,,,5013,7,5014,20,,,5006.0,0.0
-1,9700,TOMATOES,5000,8,4998,21,,,5013,8,5014,21,,,5006.5,0.0
-1,9800,TOMATOES,5000,5,4999,17,,,5013,5,5015,17,,,5006.5,0.0
-1,9900,TOMATOES,5000,7,4999,17,,,5013,7,5015,17,,,5006.5,0.0
-1,10000,TOMATOES,5000,7,4998,20,,,5013,7,5014,20,,,5006.5,0.0
-1,10100,TOMATOES,5000,5,4999,18,,,5014,5,5015,18,,,5007.0,0.0
-1,10200,TOMATOES,5001,7,5000,20,,,5015,7,5016,20,,,5008.0,0.0
-1,10300,TOMATOES,5002,6,5001,22,,,5015,6,5017,22,,,5008.5,0.0
-1,10400,TOMATOES,5002,7,5001,23,,,5015,7,5017,23,,,5008.5,0.0
-1,10500,TOMATOES,5002,5,5001,25,,,5016,5,5017,25,,,5009.0,0.0
-1,10600,TOMATOES,5002,6,5000,25,,,5009,4,5015,6,5016.0,25.0,5005.5,0.0
-1,10700,TOMATOES,5002,7,5001,15,,,5015,7,5017,15,,,5008.5,0.0
-1,10800,TOMATOES,5001,8,4999,20,,,5014,8,5015,20,,,5007.5,0.0
-1,10900,TOMATOES,5000,8,4998,17,,,5013,8,5014,17,,,5006.5,0.0
-1,11000,TOMATOES,4999,5,4998,17,,,5013,5,5014,17,,,5006.0,0.0
-1,11100,TOMATOES,4999,6,4998,22,,,5012,6,5014,22,,,5005.5,0.0
-1,11200,TOMATOES,4999,5,4998,15,,,5013,5,5014,15,,,5006.0,0.0
-1,11300,TOMATOES,4999,10,4998,24,,,5012,10,5014,24,,,5005.5,0.0
-1,11400,TOMATOES,4999,10,4998,19,,,5012,10,5014,19,,,5005.5,0.0
-1,11500,TOMATOES,4999,5,4997,21,,,5012,5,5013,21,,,5005.5,0.0
-1,11600,TOMATOES,4999,8,4997,18,,,5012,8,5013,18,,,5005.5,0.0
-1,11700,TOMATOES,4999,6,4997,19,,,5012,6,5013,19,,,5005.5,0.0
-1,11800,TOMATOES,4999,8,4997,25,,,5006,5,5012,8,5013.0,25.0,5002.5,0.0
-1,11900,TOMATOES,4999,10,4998,20,,,5013,10,5014,20,,,5006.0,0.0
-1,12000,TOMATOES,4998,5,4997,18,,,5012,5,5013,18,,,5005.0,0.0
-1,12100,TOMATOES,4999,7,4998,22,,,5012,7,5014,22,,,5005.5,0.0
-1,12200,TOMATOES,5000,6,4998,22,,,5013,6,5014,22,,,5006.5,0.0
-1,12300,TOMATOES,5000,10,4999,25,,,5014,10,5015,25,,,5007.0,0.0
-1,12400,TOMATOES,5001,8,4999,22,,,5014,8,5015,22,,,5007.5,0.0
-1,12500,TOMATOES,5000,6,4999,20,,,5014,6,5015,20,,,5007.0,0.0
-1,12600,TOMATOES,5000,7,4999,18,,,5013,7,5015,18,,,5006.5,0.0
-1,12700,TOMATOES,4999,7,4998,15,,,5012,7,5014,15,,,5005.5,0.0
-1,12800,TOMATOES,4999,6,4998,25,,,5012,6,5014,25,,,5005.5,0.0
-1,12900,TOMATOES,4998,8,4997,16,,,5012,8,5013,16,,,5005.0,0.0
-1,13000,TOMATOES,4998,5,4997,21,,,5012,5,5013,21,,,5005.0,0.0
-1,13100,TOMATOES,4997,9,4996,17,,,5011,9,5012,17,,,5004.0,0.0
-1,13200,TOMATOES,4998,5,4996,25,,,5011,5,5012,25,,,5004.5,0.0
-1,13300,TOMATOES,4998,6,4997,17,,,5011,6,5013,17,,,5004.5,0.0
-1,13400,TOMATOES,4998,9,4997,22,,,5012,9,5013,22,,,5005.0,0.0
-1,13500,TOMATOES,4999,8,4997,24,,,5012,8,5013,24,,,5005.5,0.0
-1,13600,TOMATOES,4999,6,4998,20,,,5012,6,5014,20,,,5005.5,0.0
-1,13700,TOMATOES,5006,5,4998,6,4997.0,23.0,5012,6,5013,23,,,5009.0,0.0
-1,13800,TOMATOES,4998,5,4997,16,,,5011,5,5013,16,,,5004.5,0.0
-1,13900,TOMATOES,4997,9,4996,15,,,5004,6,5011,9,5012.0,15.0,5000.5,0.0
-1,14000,TOMATOES,4998,7,4996,16,,,5011,7,5012,16,,,5004.5,0.0
-1,14100,TOMATOES,4997,5,4996,19,,,5011,5,5012,19,,,5004.0,0.0
-1,14200,TOMATOES,4997,10,4996,25,,,5011,10,5012,25,,,5004.0,0.0
-1,14300,TOMATOES,4997,8,4996,20,,,5010,8,5012,20,,,5003.5,0.0
-1,14400,TOMATOES,4998,6,4996,21,,,5011,6,5012,21,,,5004.5,0.0
-1,14500,TOMATOES,4997,6,4996,21,,,5010,6,5012,21,,,5003.5,0.0
-1,14600,TOMATOES,4997,9,4995,22,,,5004,2,5010,9,5011.0,22.0,5000.5,0.0
-1,14700,TOMATOES,4996,9,4995,22,,,5010,9,5011,22,,,5003.0,0.0
-1,14800,TOMATOES,4996,10,4995,17,,,5010,10,5011,17,,,5003.0,0.0
-1,14900,TOMATOES,5001,4,4996,10,4995.0,22.0,5009,10,5011,22,,,5005.0,0.0
-1,15000,TOMATOES,4996,10,4995,25,,,5010,10,5011,25,,,5003.0,0.0
-1,15100,TOMATOES,4997,9,4996,25,,,5010,9,5012,25,,,5003.5,0.0
-1,15200,TOMATOES,4996,6,4995,17,,,5010,6,5011,17,,,5003.0,0.0
-1,15300,TOMATOES,4996,9,4995,21,,,5010,9,5011,21,,,5003.0,0.0
-1,15400,TOMATOES,4996,6,4995,18,,,5010,6,5011,18,,,5003.0,0.0
-1,15500,TOMATOES,4997,8,4995,25,,,5010,8,5011,25,,,5003.5,0.0
-1,15600,TOMATOES,4997,7,4996,22,,,5011,7,5012,22,,,5004.0,0.0
-1,15700,TOMATOES,4997,5,4996,15,,,5011,5,5012,15,,,5004.0,0.0
-1,15800,TOMATOES,4998,10,4997,21,,,5012,10,5013,21,,,5005.0,0.0
-1,15900,TOMATOES,4998,5,4996,16,,,5005,6,5011,5,5012.0,16.0,5001.5,0.0
-1,16000,TOMATOES,4997,5,4996,19,,,5011,5,5012,19,,,5004.0,0.0
-1,16100,TOMATOES,4997,10,4996,24,,,5005,2,5011,10,5012.0,24.0,5001.0,0.0
-1,16200,TOMATOES,4997,8,4995,15,,,5010,8,5011,15,,,5003.5,0.0
-1,16300,TOMATOES,4996,6,4995,22,,,5009,6,5011,22,,,5002.5,0.0
-1,16400,TOMATOES,4996,9,4995,25,,,5010,9,5011,25,,,5003.0,0.0
-1,16500,TOMATOES,4996,6,4995,23,,,5010,6,5011,23,,,5003.0,0.0
-1,16600,TOMATOES,4996,10,4995,21,,,5010,10,5011,21,,,5003.0,0.0
-1,16700,TOMATOES,4996,5,4995,21,,,5009,5,5011,21,,,5002.5,0.0
-1,16800,TOMATOES,4996,6,4995,19,,,5010,6,5011,19,,,5003.0,0.0
-1,16900,TOMATOES,4996,6,4994,20,,,5009,6,5010,20,,,5002.5,0.0
-1,17000,TOMATOES,4996,9,4994,25,,,5009,9,5010,25,,,5002.5,0.0
-1,17100,TOMATOES,4995,8,4994,17,,,5009,8,5010,17,,,5002.0,0.0
-1,17200,TOMATOES,4996,6,4995,23,,,5009,6,5011,23,,,5002.5,0.0
-1,17300,TOMATOES,4996,8,4995,21,,,5010,8,5011,21,,,5003.0,0.0
-1,17400,TOMATOES,5001,6,4996,5,4995.0,19.0,5010,5,5011,19,,,5005.5,0.0
-1,17500,TOMATOES,4996,9,4995,25,,,5010,9,5011,25,,,5003.0,0.0
-1,17600,TOMATOES,4996,10,4995,23,,,5009,10,5011,23,,,5002.5,0.0
-1,17700,TOMATOES,4996,7,4994,19,,,5009,7,5010,19,,,5002.5,0.0
-1,17800,TOMATOES,4996,7,4995,22,,,5009,7,5011,22,,,5002.5,0.0
-1,17900,TOMATOES,4995,9,4994,17,,,5009,9,5010,17,,,5002.0,0.0
-1,18000,TOMATOES,4995,7,4994,15,,,5008,7,5010,15,,,5001.5,0.0
-1,18100,TOMATOES,4995,10,4994,22,,,5009,10,5010,22,,,5002.0,0.0
-1,18200,TOMATOES,4995,10,4993,20,,,5008,10,5009,20,,,5001.5,0.0
-1,18300,TOMATOES,4994,5,4993,24,,,5008,5,5009,24,,,5001.0,0.0
-1,18400,TOMATOES,4994,5,4993,25,,,5008,5,5009,25,,,5001.0,0.0
-1,18500,TOMATOES,4994,6,4992,25,,,5001,2,5007,6,5008.0,25.0,4997.5,0.0
-1,18600,TOMATOES,4993,6,4992,23,,,5007,6,5008,23,,,5000.0,0.0
-1,18700,TOMATOES,4993,7,4992,22,,,5007,7,5008,22,,,5000.0,0.0
-1,18800,TOMATOES,4992,9,4991,21,,,5006,9,5007,21,,,4999.0,0.0
-1,18900,TOMATOES,4992,10,4991,23,,,5005,10,5007,23,,,4998.5,0.0
-1,19000,TOMATOES,4992,10,4990,22,,,5005,10,5006,22,,,4998.5,0.0
-1,19100,TOMATOES,4991,9,4990,20,,,5005,9,5006,20,,,4998.0,0.0
-1,19200,TOMATOES,4991,9,4990,24,,,5005,9,5006,24,,,4998.0,0.0
-1,19300,TOMATOES,4992,10,4991,18,,,5006,10,5007,18,,,4999.0,0.0
-1,19400,TOMATOES,4993,5,4991,18,,,5006,5,5007,18,,,4999.5,0.0
-1,19500,TOMATOES,4993,5,4991,17,,,5006,5,5007,17,,,4999.5,0.0
-1,19600,TOMATOES,4992,5,4991,18,,,5006,5,5007,18,,,4999.0,0.0
-1,19700,TOMATOES,4993,10,4991,18,,,5006,10,5007,18,,,4999.5,0.0
-1,19800,TOMATOES,4993,7,4992,24,,,5006,7,5008,24,,,4999.5,0.0
-1,19900,TOMATOES,4992,5,4991,18,,,5006,5,5007,18,,,4999.0,0.0
-1,20000,TOMATOES,4992,6,4991,15,,,5006,6,5007,15,,,4999.0,0.0
-1,20100,TOMATOES,4992,7,4991,16,,,5005,7,5007,16,,,4998.5,0.0
-1,20200,TOMATOES,4993,5,4991,23,,,5006,5,5007,23,,,4999.5,0.0
-1,20300,TOMATOES,4993,7,4991,20,,,5006,7,5007,20,,,4999.5,0.0
-1,20400,TOMATOES,4992,6,4991,25,,,4999,4,5006,6,5007.0,25.0,4995.5,0.0
-1,20500,TOMATOES,4996,4,4991,7,4990.0,20.0,5005,7,5006,20,,,5000.5,0.0
-1,20600,TOMATOES,4992,5,4990,25,,,5005,5,5006,25,,,4998.5,0.0
-1,20700,TOMATOES,4997,6,4992,6,4991.0,20.0,5005,6,5007,20,,,5001.0,0.0
-1,20800,TOMATOES,4992,7,4991,23,,,5006,7,5007,23,,,4999.0,0.0
-1,20900,TOMATOES,4993,5,4991,19,,,5006,5,5007,19,,,4999.5,0.0
-1,21000,TOMATOES,4993,10,4992,21,,,5007,10,5008,21,,,5000.0,0.0
-1,21100,TOMATOES,4992,6,4991,20,,,5006,6,5007,20,,,4999.0,0.0
-1,21200,TOMATOES,4991,6,4990,22,,,5005,6,5006,22,,,4998.0,0.0
-1,21300,TOMATOES,4992,8,4991,22,,,5005,8,5007,22,,,4998.5,0.0
-1,21400,TOMATOES,4991,7,4990,15,,,5005,7,5006,15,,,4998.0,0.0
-1,21500,TOMATOES,4992,9,4991,17,,,5006,9,5007,17,,,4999.0,0.0
-1,21600,TOMATOES,4992,8,4991,16,,,5006,8,5007,16,,,4999.0,0.0
-1,21700,TOMATOES,4992,8,4991,20,,,5006,8,5007,20,,,4999.0,0.0
-1,21800,TOMATOES,4992,6,4991,24,,,5006,6,5007,24,,,4999.0,0.0
-1,21900,TOMATOES,4991,9,4990,21,,,5005,9,5006,21,,,4998.0,0.0
-1,22000,TOMATOES,4992,6,4990,19,,,5005,6,5006,19,,,4998.5,0.0
-1,22100,TOMATOES,4991,7,4990,25,,,5005,7,5006,25,,,4998.0,0.0
-1,22200,TOMATOES,4991,6,4990,16,,,5005,6,5006,16,,,4998.0,0.0
-1,22300,TOMATOES,4991,6,4990,23,,,5005,6,5006,23,,,4998.0,0.0
-1,22400,TOMATOES,4990,7,4989,18,,,5004,7,5005,18,,,4997.0,0.0
-1,22500,TOMATOES,4991,9,4989,17,,,5004,9,5005,17,,,4997.5,0.0
-1,22600,TOMATOES,4998,7,4996,6,4991.0,5.0,5004,5,5005,24,,,5001.0,0.0
-1,22700,TOMATOES,4991,6,4990,20,,,5004,6,5006,20,,,4997.5,0.0
-1,22800,TOMATOES,4991,6,4990,24,,,5004,6,5006,24,,,4997.5,0.0
-1,22900,TOMATOES,4991,10,4989,22,,,5004,10,5005,22,,,4997.5,0.0
-1,23000,TOMATOES,4990,5,4989,23,,,5003,5,5005,23,,,4996.5,0.0
-1,23100,TOMATOES,4990,8,4989,18,,,5003,8,5005,18,,,4996.5,0.0
-1,23200,TOMATOES,4990,10,4988,17,,,5003,10,5004,17,,,4996.5,0.0
-1,23300,TOMATOES,4989,9,4988,23,,,5003,9,5004,23,,,4996.0,0.0
-1,23400,TOMATOES,4989,5,4988,15,,,5003,5,5004,15,,,4996.0,0.0
-1,23500,TOMATOES,4989,7,4988,24,,,5002,7,5004,24,,,4995.5,0.0
-1,23600,TOMATOES,4989,10,4988,15,,,5003,10,5004,15,,,4996.0,0.0
-1,23700,TOMATOES,4989,7,4988,22,,,5003,7,5004,22,,,4996.0,0.0
-1,23800,TOMATOES,4989,5,4988,23,,,5002,5,5004,23,,,4995.5,0.0
-1,23900,TOMATOES,4988,5,4987,24,,,5002,5,5003,24,,,4995.0,0.0
-1,24000,TOMATOES,4988,5,4987,24,,,5001,5,5003,24,,,4994.5,0.0
-1,24100,TOMATOES,4989,7,4987,19,,,5002,7,5003,19,,,4995.5,0.0
-1,24200,TOMATOES,4989,10,4988,18,,,5002,10,5004,18,,,4995.5,0.0
-1,24300,TOMATOES,4989,6,4988,19,,,5002,6,5004,19,,,4995.5,0.0
-1,24400,TOMATOES,4989,9,4988,22,,,5003,9,5004,22,,,4996.0,0.0
-1,24500,TOMATOES,4989,5,4988,24,,,5002,5,5004,24,,,4995.5,0.0
-1,24600,TOMATOES,4988,5,4987,23,,,5002,5,5003,23,,,4995.0,0.0
-1,24700,TOMATOES,4988,9,4987,25,,,5001,9,5003,25,,,4994.5,0.0
-1,24800,TOMATOES,4989,8,4988,23,,,5002,8,5004,23,,,4995.5,0.0
-1,24900,TOMATOES,4988,6,4987,20,,,5002,6,5003,20,,,4995.0,0.0
-1,25000,TOMATOES,4988,6,4987,21,,,5002,6,5003,21,,,4995.0,0.0
-1,25100,TOMATOES,4988,7,4987,16,,,5002,7,5003,16,,,4995.0,0.0
-1,25200,TOMATOES,4989,5,4988,18,,,5002,5,5004,18,,,4995.5,0.0
-1,25300,TOMATOES,4989,8,4987,16,,,5002,8,5003,16,,,4995.5,0.0
-1,25400,TOMATOES,4989,7,4988,20,,,5003,7,5004,20,,,4996.0,0.0
-1,25500,TOMATOES,4989,10,4988,16,,,5003,10,5004,16,,,4996.0,0.0
-1,25600,TOMATOES,4989,6,4988,16,,,5003,6,5004,16,,,4996.0,0.0
-1,25700,TOMATOES,4989,9,4988,17,,,5003,9,5004,17,,,4996.0,0.0
-1,25800,TOMATOES,4989,7,4988,16,,,5003,7,5004,16,,,4996.0,0.0
-1,25900,TOMATOES,4989,10,4988,23,,,5002,10,5004,23,,,4995.5,0.0
-1,26000,TOMATOES,4988,10,4987,24,,,5002,10,5003,24,,,4995.0,0.0
-1,26100,TOMATOES,4988,8,4987,17,,,5002,8,5003,17,,,4995.0,0.0
-1,26200,TOMATOES,4988,7,4987,22,,,5002,7,5003,22,,,4995.0,0.0
-1,26300,TOMATOES,4987,7,4986,22,,,5001,7,5002,22,,,4994.0,0.0
-1,26400,TOMATOES,4988,9,4986,23,,,5001,9,5002,23,,,4994.5,0.0
-1,26500,TOMATOES,4988,5,4986,25,,,5001,5,5002,25,,,4994.5,0.0
-1,26600,TOMATOES,4987,9,4986,19,,,5001,9,5002,19,,,4994.0,0.0
-1,26700,TOMATOES,4988,10,4987,21,,,5002,10,5003,21,,,4995.0,0.0
-1,26800,TOMATOES,4989,7,4987,18,,,4994,6,5002,7,5003.0,18.0,4991.5,0.0
-1,26900,TOMATOES,4988,5,4987,22,,,5001,5,5003,22,,,4994.5,0.0
-1,27000,TOMATOES,4988,9,4987,20,,,5002,9,5003,20,,,4995.0,0.0
-1,27100,TOMATOES,4989,8,4987,20,,,5002,8,5003,20,,,4995.5,0.0
-1,27200,TOMATOES,4988,5,4987,20,,,5002,5,5003,20,,,4995.0,0.0
-1,27300,TOMATOES,4988,10,4987,22,,,5002,10,5003,22,,,4995.0,0.0
-1,27400,TOMATOES,4995,11,4988,9,4987.0,17.0,5002,9,5003,17,,,4998.5,0.0
-1,27500,TOMATOES,4988,10,4986,22,,,5001,10,5002,22,,,4994.5,0.0
-1,27600,TOMATOES,4987,7,4986,18,,,5001,7,5002,18,,,4994.0,0.0
-1,27700,TOMATOES,4987,8,4986,24,,,5001,8,5002,24,,,4994.0,0.0
-1,27800,TOMATOES,4987,7,4986,19,,,5001,7,5002,19,,,4994.0,0.0
-1,27900,TOMATOES,4987,8,4985,19,,,5000,8,5001,19,,,4993.5,0.0
-1,28000,TOMATOES,4987,5,4986,19,,,5000,5,5002,19,,,4993.5,0.0
-1,28100,TOMATOES,4987,5,4986,24,,,5000,5,5002,24,,,4993.5,0.0
-1,28200,TOMATOES,4987,5,4986,24,,,5001,5,5002,24,,,4994.0,0.0
-1,28300,TOMATOES,4987,9,4986,25,,,5001,9,5002,25,,,4994.0,0.0
-1,28400,TOMATOES,4986,9,4985,18,,,5000,9,5001,18,,,4993.0,0.0
-1,28500,TOMATOES,4986,9,4985,20,,,5000,9,5001,20,,,4993.0,0.0
-1,28600,TOMATOES,4986,5,4985,15,,,5000,5,5001,15,,,4993.0,0.0
-1,28700,TOMATOES,4987,8,4985,17,,,5000,8,5001,17,,,4993.5,0.0
-1,28800,TOMATOES,4987,5,4985,22,,,5000,5,5001,22,,,4993.5,0.0
-1,28900,TOMATOES,4994,6,4986,10,4985.0,21.0,5000,10,5001,21,,,4997.0,0.0
-1,29000,TOMATOES,4986,10,4985,18,,,5000,10,5001,18,,,4993.0,0.0
-1,29100,TOMATOES,4985,6,4984,23,,,4999,6,5000,23,,,4992.0,0.0
-1,29200,TOMATOES,4986,5,4985,21,,,5000,5,5001,21,,,4993.0,0.0
-1,29300,TOMATOES,4986,8,4984,22,,,4999,8,5000,22,,,4992.5,0.0
-1,29400,TOMATOES,4986,6,4984,23,,,4999,6,5000,23,,,4992.5,0.0
-1,29500,TOMATOES,4985,7,4984,22,,,4998,7,5000,22,,,4991.5,0.0
