day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss
-1,4100,EMERALDS,9992,15,9990,27,,,10008,15,10010,27,,,10000.0,0.0
-1,4200,EMERALDS,10000,9,9992,11,9990.0,24.0,10008,11,10010,24,,,10004.0,0.0
-1,4300,EMERALDS,9992,10,9990,22,,,10008,10,10010,22,,,10000.0,0.0
-1,4400,EMERALDS,9992,13,9990,30,,,10008,13,10010,30,,,10000.0,0.0
-1,4500,EMERALDS,9992,10,9990,28,,,10008,10,10010,28,,,10000.0,0.0
-1,4600,EMERALDS,9992,15,9990,29,,,10008,15,10010,29,,,10000.0,0.0
-1,4700,EMERALDS,9992,15,9990,30,,,10008,15,10010,30,,,10000.0,0.0
-1,4800,EMERALDS,9992,14,9990,22,,,10008,14,10010,22,,,10000.0,0.0
-1,4900,EMERALDS,9992,15,9990,22,,,10008,15,10010,22,,,10000.0,0.0
-1,5000,EMERALDS,9992,13,9990,28,,,10000,9,10008,13,10010.0,28.0,9996.0,0.0
-1,5100,EMERALDS,9992,11,9990,30,,,10008,11,10010,30,,,10000.0,0.0
-1,5200,EMERALDS,9992,11,9990,26,,,10008,11,10010,26,,,10000.0,0.0
-1,5300,EMERALDS,9992,13,9990,20,,,10008,13,10010,20,,,10000.0,0.0
-1,5400,EMERALDS,9992,13,9990,21,,,10008,13,10010,21,,,10000.0,0.0
-1,5500,EMERALDS,9992,12,9990,27,,,10008,12,10010,27,,,10000.0,0.0
-1,5600,EMERALDS,9992,12,9990,28,,,10008,12,10010,28,,,10000.0,0.0
-1,5700,EMERALDS,9992,14,9990,27,,,10008,14,10010,27,,,10000.0,0.0
-1,5800,EMERALDS,9992,14,9990,30,,,10008,14,10010,30,,,10000.0,0.0
-1,5900,EMERALDS,9992,14,9990,28,,,10008,14,10010,28,,,10000.0,0.0
-1,6000,EMERALDS,9992,10,9990,30,,,10008,10,10010,30,,,10000.0,0.0
-1,6100,EMERALDS,9992,14,9990,24,,,10008,14,10010,24,,,10000.0,0.0
-1,6200,EMERALDS,9992,15,9990,21,,,10008,15,10010,21,,,10000.0,0.0
-1,6300,EMERALDS,9992,12,9990,23,,,10008,12,10010,23,,,10000.0,0.0
-1,6400,EMERALDS,9992,12,9990,24,,,10008,12,10010,24,,,10000.0,0.0
-1,6500,EMERALDS,9992,15,9990,26,,,10008,15,10010,26,,,10000.0,0.0
-1,6600,EMERALDS,9992,14,9990,24,,,10008,14,10010,24,,,10000.0,0.0
-1,6700,EMERALDS,9992,10,9990,20,,,10008,10,10010,20,,,10000.0,0.0
-1,6800,EMERALDS,9992,15,9990,30,,,10008,15,10010,30,,,10000.0,0.0
-1,6900,EMERALDS,9992,15,9990,26,,,10008,15,10010,26,,,10000.0,0.0
-1,7000,EMERALDS,9992,11,9990,27,,,10008,11,10010,27,,,10000.0,0.0
-1,7100,EMERALDS,9992,13,9990,29,,,10008,13,10010,29,,,10000.0,0.0
-1,7200,EMERALDS,9992,15,9990,27,,,10008,15,10010,27,,,10000.0,0.0
-1,7300,EMERALDS,9992,10,9990,29,,,10008,10,10010,29,,,10000.0,0.0
-1,7400,EMERALDS,9992,15,9990,22,,,10008,15,10010,22,,,10000.0,0.0
-1,7500,EMERALDS,9992,14,9990,25,,,10008,14,10010,25,,,10000.0,0.0
-1,7600,EMERALDS,9992,13,9990,20,,,10008,13,10010,20,,,10000.0,0.0
-1,7700,EMERALDS,9992,14,9990,22,,,10008,14,10010,22,,,10000.0,0.0
-1,7800,EMERALDS,9992,11,9990,22,,,10008,11,10010,22,,,10000.0,0.0
-1,7900,EMERALDS,9992,13,9990,26,,,10008,13,10010,26,,,10000.0,0.0
-1,8000,EMERALDS,9992,12,9990,27,,,10008,12,10010,27,,,10000.0,0.0
-1,8100,EMERALDS,9992,11,9990,22,,,10008,11,10010,22,,,10000.0,0.0
-1,8200,EMERALDS,9992,13,9990,23,,,10008,13,10010,23,,,10000.0,0.0
-1,8300,EMERALDS,9992,13,9990,29,,,10008,13,10010,29,,,10000.0,0.0
-1,8400,EMERALDS,9992,14,9990,28,,,10008,14,10010,28,,,10000.0,0.0
-1,8500,EMERALDS,9992,11,9990,29,,,10008,11,10010,29,,,10000.0,0.0
-1,8600,EMERALDS,9992,12,9990,22,,,10008,12,10010,22,,,10000.0,0.0
-1,8700,EMERALDS,9992,15,9990,27,,,10008,15,10010,27,,,10000.0,0.0
-1,8800,EMERALDS,10000,10,9992,14,9990.0,25.0,10008,14,10010,25,,,10004.0,0.0
-1,8900,EMERALDS,9992,12,9990,26,,,10008,12,10010,26,,,10000.0,0.0
-1,9000,EMERALDS,9992,11,9990,29,,,10008,11,10010,29,,,10000.0,0.0
-1,9100,EMERALDS,9992,13,9990,27,,,10008,13,10010,27,,,10000.0,0.0
-1,9200,EMERALDS,9992,13,9990,27,,,10008,13,10010,27,,,10000.0,0.0
-1,9300,EMERALDS,9992,13,9990,20,,,10008,13,10010,20,,,10000.0,0.0
-1,9400,EMERALDS,9992,14,9990,21,,,10008,14,10010,21,,,10000.0,0.0
-1,9500,EMERALDS,9992,10,9990,30,,,10008,10,10010,30,,,10000.0,0.0
-1,9600,EMERALDS,9992,11,9990,30,,,10008,11,10010,30,,,10000.0,0.0
-1,9700,EMERALDS,9992,14,9990,22,,,10008,14,10010,22,,,10000.0,0.0
-1,9800,EMERALDS,9992,14,9990,26,,,10008,14,10010,26,,,10000.0,0.0
-1,9900,EMERALDS,9992,13,9990,25,,,10008,13,10010,25,,,10000.0,0.0
-1,10000,EMERALDS,9992,14,9990,28,,,10008,14,10010,28,,,10000.0,0.0
-1,10100,EMERALDS,9992,15,9990,24,,,10008,15,10010,24,,,10000.0,0.0
-1,10200,EMERALDS,9992,13,9990,26,,,10008,13,10010,26,,,10000.0,0.0
-1,10300,EMERALDS,9992,13,9990,27,,,10008,13,10010,27,,,10000.0,0.0
-1,10400,EMERALDS,9992,14,9990,28,,,10008,14,10010,28,,,10000.0,0.0
-1,10500,EMERALDS,9992,15,9990,29,,,10008,15,10010,29,,,10000.0,0.0
-1,10600,EMERALDS,9992,15,9990,29,,,10008,15,10010,29,,,10000.0,0.0
-1,10700,EMERALDS,9992,10,9990,28,,,10008,10,10010,28,,,10000.0,0.0
-1,10800,EMERALDS,9992,15,9990,22,,,10008,15,10010,22,,,10000.0,0.0
-1,10900,EMERALDS,9992,15,9990,27,,,10008,15,10010,27,,,10000.0,0.0
-1,11000,EMERALDS,9992,10,9990,24,,,10008,10,10010,24,,,10000.0,0.0
-1,11100,EMERALDS,9992,10,9990,21,,,10008,10,10010,21,,,10000.0,0.0
-1,11200,EMERALDS,9992,11,9990,21,,,10008,11,10010,21,,,10000.0,0.0
-1,11300,EMERALDS,9992,12,9990,21,,,10008,12,10010,21,,,10000.0,0.0
-1,11400,EMERALDS,9992,14,9990,25,,,10008,14,10010,25,,,10000.0,0.0
-1,11500,EMERALDS,9992,11,9990,25,,,10008,11,10010,25,,,10000.0,0.0
-1,11600,EMERALDS,9992,11,9990,27,,,10008,11,10010,27,,,10000.0,0.0
-1,11700,EMERALDS,9992,12,9990,21,,,10008,12,10010,21,,,10000.0,0.0
-1,11800,EMERALDS,9992,15,9990,29,,,10008,15,10010,29,,,10000.0,0.0
-1,11900,EMERALDS,9992,12,9990,30,,,10008,12,10010,30,,,10000.0,0.0
-1,12000,EMERALDS,9992,14,9990,20,,,10008,14,10010,20,,,10000.0,0.0
-1,12100,EMERALDS,9992,13,9990,25,,,10008,13,10010,25,,,10000.0,0.0
-1,12200,EMERALDS,9992,12,9990,28,,,10008,12,10010,28,,,10000.0,0.0
-1,12300,EMERALDS,9992,10,9990,28,,,10008,10,10010,28,,,10000.0,0.0
-1,12400,EMERALDS,9992,12,9990,26,,,10008,12,10010,26,,,10000.0,0.0
-1,12500,EMERALDS,9992,15,9990,20,,,10008,15,10010,20,,,10000.0,0.0
-1,12600,EMERALDS,9992,14,9990,22,,,10008,14,10010,22,,,10000.0,0.0
-1,12700,EMERALDS,9992,14,9990,20,,,10008,14,10010,20,,,10000.0,0.0
-1,12800,EMERALDS,9992,12,9990,20,,,10008,12,10010,20,,,10000.0,0.0
-1,12900,EMERALDS,9992,15,9990,28,,,10008,15,10010,28,,,10000.0,0.0
-1,13000,EMERALDS,9992,11,9990,20,,,10008,11,10010,20,,,10000.0,0.0
-1,13100,EMERALDS,9992,13,9990,25,,,10008,13,10010,25,,,10000.0,0.0
-1,13200,EMERALDS,9992,12,9990,22,,,10008,12,10010,22,,,10000.0,0.0
-1,13300,EMERALDS,9992,13,9990,24,,,10000,10,10008,13,10010.0,24.0,9996.0,0.0
-1,13400,EMERALDS,9992,14,9990,30,,,10008,14,10010,30,,,10000.0,0.0
-1,13500,EMERALDS,9992,11,9990,30,,,10008,11,10010,30,,,10000.0,0.0
-1,13600,EMERALDS,9992,10,9990,25,,,10008,10,10010,25,,,10000.0,0.0
-1,13700,EMERALDS,9992,15,9990,20,,,10008,15,10010,20,,,10000.0,0.0
-1,13800,EMERALDS,9992,15,9990,20,,,10008,15,10010,20,,,10000.0,0.0
-1,13900,EMERALDS,9992,15,9990,20,,,10008,15,10010,20,,,10000.0,0.0
-1,14000,EMERALDS,9992,15,9990,27,,,10008,15,10010,27,,,10000.0,0.0
-1,14100,EMERALDS,9992,15,9990,23,,,10008,15,10010,23,,,10000.0,0.0
-1,14200,EMERALDS,9992,14,9990,21,,,10008,14,10010,21,,,10000.0,0.0
-1,14300,EMERALDS,9992,15,9990,27,,,10008,15,10010,27,,,10000.0,0.0
-1,14400,EMERALDS,9992,12,9990,29,,,10008,12,10010,29,,,10000.0,0.0
-1,14500,EMERALDS,9992,13,9990,24,,,10008,13,10010,24,,,10000.0,0.0
-1,14600,EMERALDS,9992,11,9990,26,,,10008,11,10010,26,,,10000.0,0.0
-1,14700,EMERALDS,9992,12,9990,30,,,10008,12,10010,30,,,10000.0,0.0
-1,14800,EMERALDS,9992,11,9990,28,,,10008,11,10010,28,,,10000.0,0.0
-1,14900,EMERALDS,10000,5,9992,12,9990.0,26.0,10008,12,10010,26,,,10004.0,0.0
-1,15000,EMERALDS,9992,14,9990,25,,,10008,14,10010,25,,,10000.0,0.0
-1,15100,EMERALDS,9992,10,9990,22,,,10008,10,10010,22,,,10000.0,0.0
-1,15200,EMERALDS,9992,11,9990,27,,,10008,11,10010,27,,,10000.0,0.0
-1,15300,EMERALDS,9992,13,9990,26,,,10008,13,10010,26,,,10000.0,0.0
-1,15400,EMERALDS,9992,15,9990,28,,,10008,15,10010,28,,,10000.0,0.0
-1,15500,EMERALDS,9992,11,9990,29,,,10008,11,10010,29,,,10000.0,0.0
-1,15600,EMERALDS,9992,12,9990,24,,,10008,12,10010,24,,,10000.0,0.0
-1,15700,EMERALDS,9992,10,9990,24,,,10008,10,10010,24,,,10000.0,0.0
-1,15800,EMERALDS,9992,12,9990,20,,,10008,12,10010,20,,,10000.0,0.0
-1,15900,EMERALDS,9992,10,9990,29,,,10008,10,10010,29,,,10000.0,0.0
-1,16000,EMERALDS,9992,10,9990,27,,,10008,10,10010,27,,,10000.0,0.0
-1,16100,EMERALDS,9992,11,9990,21,,,10008,11,10010,21,,,10000.0,0.0
-1,16200,EMERALDS,9992,14,9990,24,,,10008,14,10010,24,,,10000.0,0.0
-1,16300,EMERALDS,9992,11,9990,22,,,10008,11,10010,22,,,10000.0,0.0
-1,16400,EMERALDS,9992,13,9990,30,,,10008,13,10010,30,,,10000.0,0.0
-1,16500,EMERALDS,9992,12,9990,21,,,10008,12,10010,21,,,10000.0,0.0
-1,16600,EMERALDS,9992,15,9990,28,,,10008,15,10010,28,,,10000.0,0.0
-1,16700,EMERALDS,9992,15,9990,26,,,10008,15,10010,26,,,10000.0,0.0
-1,16800,EMERALDS,9992,13,9990,26,,,10008,13,10010,26,,,10000.0,0.0
-1,16900,EMERALDS,9992,12,9990,25,,,10008,12,10010,25,,,10000.0,0.0
-1,17000,EMERALDS,9992,14,9990,29,,,10008,14,10010,29,,,10000.0,0.0
-1,17100,EMERALDS,9992,14,9990,21,,,10000,5,10008,14,10010.0,21.0,9996.0,0.0
-1,17200,EMERALDS,9992,10,9990,22,,,10008,10,10010,22,,,10000.0,0.0
-1,17300,EMERALDS,9992,12,9990,23,,,10008,12,10010,23,,,10000.0,0.0
-1,17400,EMERALDS,9992,13,9990,28,,,10008,13,10010,28,,,10000.0,0.0
-1,17500,EMERALDS,9992,11,9990,26,,,10008,11,10010,26,,,10000.0,0.0
-1,17600,EMERALDS,9992,10,9990,30,,,10008,10,10010,30,,,10000.0,0.0
-1,17700,EMERALDS,9992,13,9990,27,,,10008,13,10010,27,,,10000.0,0.0
-1,17800,EMERALDS,9992,13,9990,24,,,10008,13,10010,24,,,10000.0,0.0
-1,17900,EMERALDS,9992,13,9990,23,,,10008,13,10010,23,,,10000.0,0.0
-1,18000,EMERALDS,9992,14,9990,25,,,10008,14,10010,25,,,10000.0,0.0
-1,18100,EMERALDS,9992,10,9990,20,,,10008,10,10010,20,,,10000.0,0.0
-1,18200,EMERALDS,9992,15,9990,25,,,10008,15,10010,25,,,10000.0,0.0
-1,18300,EMERALDS,9992,15,9990,23,,,10008,15,10010,23,,,10000.0,0.0
-1,18400,EMERALDS,9992,12,9990,23,,,10008,12,10010,23,,,10000.0,0.0
-1,18500,EMERALDS,9992,10,9990,29,,,10008,10,10010,29,,,10000.0,0.0
-1,18600,EMERALDS,9992,12,9990,20,,,10008,12,10010,20,,,10000.0,0.0
-1,18700,EMERALDS,9992,13,9990,22,,,10008,13,10010,22,,,10000.0,0.0
-1,18800,EMERALDS,9992,13,9990,26,,,10008,13,10010,26,,,10000.0,0.0
-1,18900,EMERALDS,9992,14,9990,22,,,10008,14,10010,22,,,10000.0,0.0
-1,19000,EMERALDS,9992,10,9990,26,,,10008,10,10010,26,,,10000.0,0.0
-1,19100,EMERALDS,9992,14,9990,26,,,10008,14,10010,26,,,10000.0,0.0
-1,19200,EMERALDS,9992,15,9990,20,,,10008,15,10010,20,,,10000.0,0.0
-1,19300,EMERALDS,9992,10,9990,21,,,10008,10,10010,21,,,10000.0,0.0
-1,19400,EMERALDS,9992,11,9990,26,,,10008,11,10010,26,,,10000.0,0.0
-1,19500,EMERALDS,9992,12,9990,23,,,10008,12,10010,23,,,10000.0,0.0
-1,19600,EMERALDS,9992,12,9990,27,,,10008,12,10010,27,,,10000.0,0.0
-1,19700,EMERALDS,9992,12,9990,30,,,10008,12,10010,30,,,10000.0,0.0
-1,19800,EMERALDS,9992,10,9990,29,,,10008,10,10010,29,,,10000.0,0.0
-1,19900,EMERALDS,9992,10,9990,30,,,10008,10,10010,30,,,10000.0,0.0
-1,20000,EMERALDS,9992,14,9990,27,,,10008,14,10010,27,,,10000.0,0.0
-1,20100,EMERALDS,9992,14,9990,30,,,10008,14,10010,30,,,10000.0,0.0
-1,20200,EMERALDS,9992,14,9990,29,,,10008,14,10010,29,,,10000.0,0.0
-1,20300,EMERALDS,9992,12,9990,27,,,10008,12,10010,27,,,10000.0,0.0
-1,20400,EMERALDS,9992,10,9990,28,,,10008,10,10010,28,,,10000.0,0.0
-1,20500,EMERALDS,9992,12,9990,30,,,10008,12,10010,30,,,10000.0,0.0
-1,20600,EMERALDS,9992,10,9990,26,,,10008,10,10010,26,,,10000.0,0.0
-1,20700,EMERALDS,9992,14,9990,22,,,10008,14,10010,22,,,10000.0,0.0
-1,20800,EMERALDS,9992,10,9990,22,,,10008,10,10010,22,,,10000.0,0.0
-1,20900,EMERALDS,9992,10,9990,23,,,10008,10,10010,23,,,10000.0,0.0
-1,21000,EMERALDS,9992,11,9990,26,,,10008,11,10010,26,,,10000.0,0.0
-1,21100,EMERALDS,9992,12,9990,22,,,10008,12,10010,22,,,10000.0,0.0
-1,21200,EMERALDS,9992,10,9990,22,,,10008,10,10010,22,,,10000.0,0.0
-1,21300,EMERALDS,9992,12,9990,29,,,10008,12,10010,29,,,10000.0,0.0
-1,21400,EMERALDS,9992,13,9990,28,,,10008,13,10010,28,,,10000.0,0.0
-1,21500,EMERALDS,9992,10,9990,20,,,10008,10,10010,20,,,10000.0,0.0
-1,21600,EMERALDS,9992,10,9990,25,,,10008,10,10010,25,,,10000.0,0.0
-1,21700,EMERALDS,9992,14,9990,29,,,10008,14,10010,29,,,10000.0,0.0
-1,21800,EMERALDS,9992,14,9990,22,,,10008,14,10010,22,,,10000.0,0.0
-1,21900,EMERALDS,9992,14,9990,21,,,10008,14,10010,21,,,10000.0,0.0
-1,22000,EMERALDS,9992,13,9990,21,,,10008,13,10010,21,,,10000.0,0.0
-1,22100,EMERALDS,9992,12,9990,22,,,10008,12,10010,22,,,10000.0,0.0
-1,22200,EMERALDS,9992,12,9990,20,,,10008,12,10010,20,,,10000.0,0.0
-1,22300,EMERALDS,9992,13,9990,28,,,10008,13,10010,28,,,10000.0,0.0
-1,22400,EMERALDS,9992,12,9990,27,,,10008,12,10010,27,,,10000.0,0.0
-1,22500,EMERALDS,9992,14,9990,29,,,10008,14,10010,29,,,10000.0,0.0
-1,22600,EMERALDS,9992,14,9990,20,,,10008,14,10010,20,,,10000.0,0.0
-1,22700,EMERALDS,9992,14,9990,24,,,10008,14,10010,24,,,10000.0,0.0
-1,22800,EMERALDS,9992,14,9990,27,,,10008,14,10010,27,,,10000.0,0.0
-1,22900,EMERALDS,9992,11,9990,30,,,10008,11,10010,30,,,10000.0,0.0
-1,23000,EMERALDS,9992,13,9990,21,,,10008,13,10010,21,,,10000.0,0.0
-1,23100,EMERALDS,9992,10,9990,23,,,10008,10,10010,23,,,10000.0,0.0
-1,23200,EMERALDS,9992,15,9990,29,,,10008,15,10010,29,,,10000.0,0.0
-1,23300,EMERALDS,9992,15,9990,29,,,10008,15,10010,29,,,10000.0,0.0
-1,23400,EMERALDS,9992,11,9990,29,,,10008,11,10010,29,,,10000.0,0.0
-1,23500,EMERALDS,9992,10,9990,28,,,10008,10,10010,28,,,10000.0,0.0
-1,23600,EMERALDS,9992,11,9990,27,,,10008,11,10010,27,,,10000.0,0.0
-1,23700,EMERALDS,9992,12,9990,21,,,10008,12,10010,21,,,10000.0,0.0
-1,23800,EMERALDS,9992,12,9990,30,,,10008,12,10010,30,,,10000.0,0.0
-1,23900,EMERALDS,9992,15,9990,30,,,10008,15,10010,30,,,10000.0,0.0
-1,24000,EMERALDS,9992,13,9990,29,,,10008,13,10010,29,,,10000.0,0.0
-1,24100,EMERALDS,9992,10,9990,25,,,10008,10,10010,25,,,10000.0,0.0
-1,24200,EMERALDS,9992,11,9990,28,,,10008,11,10010,28,,,10000.0,0.0
-1,24300,EMERALDS,9992,15,9990,24,,,10008,15,10010,24,,,10000.0,0.0
-1,24400,EMERALDS,9992,15,9990,21,,,10008,15,10010,21,,,10000.0,0.0
-1,24500,EMERALDS,9992,14,9990,25,,,10008,14,10010,25,,,10000.0,0.0
-1,24600,EMERALDS,9992,14,9990,24,,,10008,14,10010,24,,,10000.0,0.0
-1,24700,EMERALDS,9992,13,9990,25,,,10008,13,10010,25,,,10000.0,0.0
-1,24800,EMERALDS,9992,12,9990,23,,,10008,12,10010,23,,,10000.0,0.0
-1,24900,EMERALDS,9992,13,9990,22,,,10008,13,10010,22,,,10000.0,0.0
-1,25000,EMERALDS,9992,12,9990,23,,,10008,12,10010,23,,,10000.0,0.0
-1,25100,EMERALDS,9992,11,9990,25,,,10008,11,10010,25,,,10000.0,0.0
-1,25200,EMERALDS,9992,10,9990,24,,,10008,10,10010,24,,,10000.0,0.0
-1,25300,EMERALDS,9992,13,9990,22,,,10008,13,10010,22,,,10000.0,0.0
-1,25400,EMERALDS,9992,15,9990,29,,,10008,15,10010,29,,,10000.0,0.0
-1,25500,EMERALDS,10000,9,9992,15,9990.0,20.0,10008,15,10010,20,,,10004.0,0.0
-1,25600,EMERALDS,9992,14,9990,22,,,10008,14,10010,22,,,10000.0,0.0
-1,25700,EMERALDS,9992,14,9990,30,,,10008,14,10010,30,,,10000.0,0.0
-1,25800,EMERALDS,9992,10,9990,24,,,10008,10,10010,24,,,10000.0,0.0
-1,25900,EMERALDS,9992,10,9990,23,,,10008,10,10010,23,,,10000.0,0.0
-1,26000,EMERALDS,9992,11,9990,27,,,10008,11,10010,27,,,10000.0,0.0
-1,26100,EMERALDS,9992,10,9990,20,,,10008,10,10010,20,,,10000.0,0.0
-1,26200,EMERALDS,9992,10,9990,22,,,10008,10,10010,22,,,10000.0,0.0
-1,26300,EMERALDS,9992,14,9990,29,,,10008,14,10010,29,,,10000.0,0.0
-1,26400,EMERALDS,9992,11,9990,22,,,10008,11,10010,22,,,10000.0,0.0
-1,26500,EMERALDS,9992,13,9990,23,,,10008,13,10010,23,,,10000.0,0.0
-1,26600,EMERALDS,9992,12,9990,28,,,10008,12,10010,28,,,10000.0,0.0
-1,26700,EMERALDS,9992,13,9990,23,,,10008,13,10010,23,,,10000.0,0.0
-1,26800,EMERALDS,9992,11,9990,28,,,10008,11,10010,28,,,10000.0,0.0
-1,26900,EMERALDS,9992,11,9990,30,,,10008,11,10010,30,,,10000.0,0.0
-1,27000,EMERALDS,10000,8,9992,11,9990.0,28.0,10008,11,10010,28,,,10004.0,0.0
-1,27100,EMERALDS,9992,15,9990,24,,,10008,15,10010,24,,,10000.0,0.0
-1,27200,EMERALDS,9992,13,9990,21,,,10008,13,10010,21,,,10000.0,0.0
-1,27300,EMERALDS,9992,14,9990,29,,,10008,14,10010,29,,,10000.0,0.0
-1,27400,EMERALDS,9992,11,9990,21,,,10008,11,10010,21,,,10000.0,0.0
-1,27500,EMERALDS,9992,15,9990,22,,,10008,15,10010,22,,,10000.0,0.0
-1,27600,EMERALDS,9992,15,9990,24,,,10008,15,10010,24,,,10000.0,0.0
-1,27700,EMERALDS,9992,13,9990,24,,,10008,13,10010,24,,,10000.0,0.0
-1,27800,EMERALDS,9992,12,9990,26,,,10008,12,10010,26,,,10000.0,0.0
-1,27900,EMERALDS,9992,11,9990,27,,,10008,11,10010,27,,,10000.0,0.0
-1,28000,EMERALDS,9992,14,9990,28,,,10008,14,10010,28,,,10000.0,0.0
-1,28100,EMERALDS,9992,10,9990,24,,,10008,10,10010,24,,,10000.0,0.0
-1,28200,EMERALDS,9992,11,9990,25,,,10008,11,10010,25,,,10000.0,0.0
-1,28300,EMERALDS,9992,10,9990,23,,,10008,10,10010,23,,,10000.0,0.0
-1,28400,EMERALDS,9992,14,9990,23,,,10008,14,10010,23,,,10000.0,0.0
-1,28500,EMERALDS,9992,13,9990,23,,,10008,13,10010,23,,,10000.0,0.0
-1,28600,EMERALDS,9992,11,9990,21,,,10008,11,10010,21,,,10000.0,0.0
-1,28700,EMERALDS,9992,11,9990,30,,,10008,11,10010,30,,,10000.0,0.0
-1,28800,EMERALDS,9992,10,9990,27,,,10008,10,10010,27,,,10000.0,0.0
-1,28900,EMERALDS,9992,14,9990,21,,,10008,14,10010,21,,,10000.0,0.0
-1,29000,EMERALDS,9992,12,9990,24,,,10008,12,10010,24,,,10000.0,0.0
-1,29100,EMERALDS,9992,14,9990,26,,,10008,14,10010,26,,,10000.0,0.0
-1,29200,EMERALDS,9992,14,9990,30,,,10008,14,10010,30,,,10000.0,0.0
-1,29300,EMERALDS,9992,15,9990,30,,,10008,15,10010,30,,,10000.0,0.0
-1,29400,EMERALDS,9992,13,9990,25,,,10008,13,10010,25,,,10000.0,0.0
-1,29500,EMERALDS,9992,14,9990,27,,,10008,14,10010,27,,,10000.0,0.0
-1,29600,EMERALDS,9992,13,9990,28,,,10008,13,10010,28,,,10000.0,0.0
-1,29700,EMERALDS,9992,10,9990,25,,,10008,10,10010,25,,,10000.0,0.0
